hgnc_symbol	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
CARD6	-1.04552847850596	3.04347035719821e-18	3.68571880850113e-17	ENSG00000132357.14	5	40841308	40860175	+
POPDC3	1.03402080101607	2.97153198268023e-06	8.28549115211597e-06	ENSG00000132429.10	6	105157900	105180014	-
ENAM	-1.05274272225849	0.000118809983310352	0.000247787179691547	ENSG00000132464.13	4	70628744	70646824	+
ITGB4	-1.05202663332334	5.48395070028407e-13	3.61384734295287e-12	ENSG00000132470.14	17	75721328	75757818	+
SLC52A1	-1.47161708448956	1.55396984971016e-13	1.08144813881757e-12	ENSG00000132517.15	17	5032600	5052009	-
RGS22	-1.29374545836235	5.36877739826302e-21	9.42218119467693e-20	ENSG00000132554.21	8	99960936	100131268	-
SNAP25	-3.06534385952246	1.7385779709689e-58	5.3238124275514e-56	ENSG00000132639.14	20	10172395	10308258	+
ATP1A4	-2.66628453742203	1.30133810740384e-35	1.17920861377625e-33	ENSG00000132681.17	1	160151586	160186980	+
BCAN	-1.94390565102003	0.00241728736541323	0.00427401487790735	ENSG00000132692.19	1	156641390	156659532	+
CRP	1.25713672176684	1.56718335174534e-06	4.45890543776478e-06	ENSG00000132693.12	1	159712289	159714589	-
VSTM2L	1.66039412504175	3.76908904617065e-16	3.58462387903697e-15	ENSG00000132821.12	20	37903111	37945350	+
BHMT2	-1.39146574927941	1.3040783870835e-21	2.56272919668262e-20	ENSG00000132840.10	5	79069767	79090069	+
KANK4	-1.45720390722873	5.21559500511716e-15	4.18558362427627e-14	ENSG00000132854.19	1	62236165	62319434	-
ANGPTL3	3.72360120634043	1.30474698845387e-23	3.20956128173226e-22	ENSG00000132855.5	1	62597520	62606313	+
ATP8A2	2.72205914360115	7.82219298226416e-33	5.82639480723933e-31	ENSG00000132932.19	13	25371974	26025851	+
TPTE2	-1.63103839904987	0.000164251502001972	0.000336350470235722	ENSG00000132958.18	13	19422876	19561625	-
CHI3L1	1.26415810405283	4.86096351690952e-10	2.21375068443777e-09	ENSG00000133048.13	1	203178931	203186704	-
CHIT1	2.04665700793335	9.1309690011957e-14	6.56652600099945e-13	ENSG00000133063.16	1	203212827	203273641	-
LGR6	-2.04968819107683	6.2319271295035e-19	8.77611853355652e-18	ENSG00000133067.18	1	202193799	202319781	+
TRPC4	-1.1303462658001	7.58664716117997e-15	6.27007266199935e-14	ENSG00000133107.15	13	37632063	37869802	-
LGALS12	-1.25105314251696	3.50537537203186e-08	1.21376121343769e-07	ENSG00000133317.16	11	63506052	63516774	+
MYH11	-1.58825068039957	2.96595200195082e-23	6.93272435206892e-22	ENSG00000133392.18	16	15703135	15857028	-
LARGE1	-1.18637367470577	1.99047794146662e-34	1.60650225704903e-32	ENSG00000133424.22	22	33162226	33922841	-
LRRIQ1	1.28377095642612	1.45855835588474e-16	1.47882584973012e-15	ENSG00000133640.20	12	85036314	85264457	+
E2F5	1.02949480237772	2.57775784577859e-28	1.2139663159784e-26	ENSG00000133740.11	8	85177154	85217158	+
LYVE1	-2.26556254085382	4.59726281566229e-34	3.6993408611013e-32	ENSG00000133800.9	11	10556966	10611689	-
GSC	1.76558205135156	4.85971989912325e-31	2.8496332756418e-29	ENSG00000133937.5	14	94768223	94770113	-
MRO	-3.13950008786269	2.2474085172666e-75	1.44052573639236e-72	ENSG00000134042.14	18	50795120	50825402	-
CNTN6	-1.05800035421076	5.46580413815292e-06	1.13353374434716e-05	ENSG00000134115.13	3	1092658	1404217	+
MEIS2	-1.34470947035755	1.74325652867308e-20	2.95955577146952e-19	ENSG00000134138.20	15	36889204	37101299	-
GSTM1	-3.0874919884692	4.29735419258465e-11	2.21504592666135e-10	ENSG00000134184.13	1	109687814	109709039	+
REG4	1.43270440765173	9.47153317194603e-06	2.45818913985306e-05	ENSG00000134193.15	1	119794017	119811580	-
TSPAN2	-1.15634502927829	3.57205785481563e-19	5.20807340529131e-18	ENSG00000134198.10	1	115048011	115089503	-
GSTM5	-1.38754775495946	7.56068533976611e-17	8.4522169322911e-16	ENSG00000134201.12	1	109711780	109775428	+
GSTM3	-2.29390180000023	2.45981055269359e-62	8.9135813426573e-60	ENSG00000134202.12	1	109733932	109741038	-
VAV3	-1.29905615308866	1.09462518300918e-19	1.76967769592176e-18	ENSG00000134215.16	1	107571161	107965180	-
CHIA	-4.02888816222327	0.00472601877687933	0.00774116617478659	ENSG00000134216.19	1	111290851	111320566	+
WNT2B	-1.14779758255288	1.11795516951977e-13	8.06424359680967e-13	ENSG00000134245.18	1	112466541	112530165	+
VTCN1	-1.59502640189567	6.01533870280932e-11	3.06454194423605e-10	ENSG00000134258.18	1	117143587	117210960	-
CFHR4	2.3744414974052	0.0283992511439256	0.0428915142878809	ENSG00000134365.14	1	196888014	196918713	+
CRB1	-1.30470376088018	8.2702211257412e-13	5.17990024774974e-12	ENSG00000134376.17	1	197268204	197478455	+
CFHR5	1.59570784936268	0.0332702366928606	0.0384594699557887	ENSG00000134389.10	1	196977556	197009678	+
ERN2	-1.54959022530036	8.76397358977196e-08	2.89993871546319e-07	ENSG00000134398.15	16	23690310	23713226	-
RPS15A	1.01364090085775	1.4474064555569e-16	1.41599111314286e-15	ENSG00000134419.15	16	18781295	18790383	-
SOX5	-1.07760225782041	6.74173505392313e-15	5.31752973989592e-14	ENSG00000134532.19	12	23529504	24562544	-
RERG	-1.18957103455061	3.03750580537581e-25	9.27675443924427e-24	ENSG00000134533.6	12	15107783	15348675	-
SLCO1B1	1.42689538675789	4.85943151693541e-11	2.4860160920386e-10	ENSG00000134538.3	12	21131194	21239796	+
LRP4	-1.08372279859126	5.72777860829454e-18	7.07436770609725e-17	ENSG00000134569.10	11	46856717	46918642	-
MYBPC3	1.75587806611876	2.5778673112221e-06	7.25692233472316e-06	ENSG00000134571.12	11	47331406	47352702	-
SOX3	2.2836047669302	4.9875498638214e-05	0.000115373222166231	ENSG00000134595.9	X	140502985	140505069	-
STK26	-1.20173292884947	2.64138455910792e-30	1.46577116865551e-28	ENSG00000134602.16	X	132023302	132075943	+
CDCA8	1.22246406514746	1.67258961802213e-23	4.07600009287308e-22	ENSG00000134690.11	1	37692481	37709719	+
CYP2J2	1.39361317116764	1.11379915325684e-15	1.03258246601301e-14	ENSG00000134716.11	1	59893308	59926773	-
DSG3	-1.8610794841426	1.59268929428351e-11	8.70485269185734e-11	ENSG00000134757.5	18	31447741	31478702	+
DSC3	-1.52973924433597	9.49048727466998e-15	8.02920348496724e-14	ENSG00000134762.17	18	30989365	31042815	-
DTNA	-1.3089819874519	2.31190615678453e-20	4.07325409496836e-19	ENSG00000134769.23	18	34493291	34891844	+
FHOD3	-1.30776508313961	7.78356551094721e-20	1.27654083644719e-18	ENSG00000134775.16	18	36297713	36780220	+
CBLIF	2.01218478744475	0.000845039295509207	0.00154916996780004	ENSG00000134812.8	11	59829273	59845499	-
FADS2	-1.44105772642312	1.18830366412139e-11	6.60405469502861e-11	ENSG00000134824.14	11	61792980	61867354	+
DZIP1	-1.08543125981647	6.61195676802984e-20	1.05016379686657e-18	ENSG00000134874.18	13	95578202	95644706	-
KLB	2.85460263765249	1.23799730042164e-18	1.58028080776051e-17	ENSG00000134962.7	4	39406930	39451533	+
ANXA1	-1.00429271944349	7.93824884822934e-15	6.45546945106897e-14	ENSG00000135046.14	9	73151865	73170393	+
GOLM1	1.82124672230164	9.78603533105098e-35	8.54095676087115e-33	ENSG00000135052.16	9	86026146	86100173	-
CCNJL	-1.31043829193536	1.51495931021173e-20	2.48673939437232e-19	ENSG00000135083.17	5	160249083	160345396	-
SDS	1.42513371979993	1.9085898876714e-16	1.85033628331876e-15	ENSG00000135094.11	12	113392445	113426301	-
MSI1	1.05503925198935	7.30363182710034e-26	2.53541388592454e-24	ENSG00000135097.7	12	120341330	120369164	-
HNF1A	2.75779920306553	1.31902277709761e-12	8.25529967187242e-12	ENSG00000135100.19	12	120978543	121002512	+
HRK	1.77545314992526	1.46395054755213e-10	6.811783139078e-10	ENSG00000135116.9	12	116856144	116881441	-
RNFT2	1.04815019981182	2.97717044939025e-14	2.16406164573927e-13	ENSG00000135119.15	12	116738178	116853631	+
FAM71F1	1.97537511319272	1.18613073763337e-11	6.34442973272003e-11	ENSG00000135248.16	7	128709061	128731743	+
KCP	-2.99358176250276	1.60940444858834e-74	9.97196946448529e-72	ENSG00000135253.16	7	128862042	128910719	-
TES	-1.15729643114694	2.50124702569427e-39	3.12068306434063e-37	ENSG00000135269.18	7	116210506	116258783	+
ADGRB3	-1.41470835964155	3.97762527431304e-15	3.38228894538092e-14	ENSG00000135298.15	6	68635282	69390571	+
HTR1B	-1.35556833944433	3.01133933921808e-10	1.34616315436223e-09	ENSG00000135312.7	6	77460924	77463491	-
NT5E	-1.27704646298471	1.05142232733677e-22	2.52393001202835e-21	ENSG00000135318.12	6	85449584	85495791	+
MRAP2	-1.08147706512262	1.89896726801587e-17	2.15639703210461e-16	ENSG00000135324.6	6	84033772	84090881	+
LCA5	-1.09904570357155	7.25300453132053e-29	3.56964059540023e-27	ENSG00000135338.14	6	79484991	79537458	-
CGA	2.99651201856319	1.59350127713613e-06	4.45833442215587e-06	ENSG00000135346.9	6	87085498	87095106	-
ELF5	-1.80743651007241	6.46025864794912e-15	5.32105434276355e-14	ENSG00000135374.11	11	34478791	34525193	-
PRRG4	-1.14561922394654	1.08430555543499e-21	2.16279380939078e-20	ENSG00000135378.4	11	32829927	32858120	+
AMHR2	1.41098418949969	4.34746427210639e-15	3.64817282518565e-14	ENSG00000135409.11	12	53423855	53431672	+
PPP1R1A	-1.28391647460235	5.37622750130401e-10	2.33558152889807e-09	ENSG00000135447.17	12	54575387	54588659	-
TROAP	1.79791390948012	6.24418812250621e-24	1.67245139707931e-22	ENSG00000135451.13	12	49323236	49331731	+
ESPL1	1.26907079730144	4.00175902456472e-14	2.87165522373077e-13	ENSG00000135476.12	12	53268299	53293638	+
KRT7	-1.58755793804957	1.18508463507621e-11	6.48099031789602e-11	ENSG00000135480.17	12	52232520	52252186	+
HEY2	1.09377748582973	1.94656686045614e-12	1.2637679027659e-11	ENSG00000135547.9	6	125747664	125761269	+
PKIB	1.61628233273481	2.28970951263549e-21	4.36571237698711e-20	ENSG00000135549.16	6	122471917	122726373	+
NMBR	-1.04000351956004	1.16133040646765e-08	3.39627555357437e-08	ENSG00000135577.5	6	142058330	142147122	-
EGR4	1.85938085123039	8.54746385149614e-10	3.62771994148413e-09	ENSG00000135625.8	2	73290929	73293701	-
EMX1	-2.8362476371109	3.03950302419832e-08	8.45942336558123e-08	ENSG00000135638.14	2	72916260	72936071	+
BCO1	-1.37008918638632	4.26515911431058e-14	3.05203863547864e-13	ENSG00000135697.10	16	81238689	81291142	+
FBXL8	1.22401233580721	1.39167434554339e-25	4.83500024814906e-24	ENSG00000135722.9	16	67159932	67164570	+
KIAA1614	-1.06417381581362	6.69808460756432e-19	8.84786900401367e-18	ENSG00000135835.12	1	180912897	180951614	+
WNT10A	-1.35935633422299	1.1318732417586e-15	9.89275677944255e-15	ENSG00000135925.9	2	218880852	218899581	+
CYP27A1	-1.01949774047677	8.05558382777589e-08	2.84629846017727e-07	ENSG00000135929.9	2	218781749	218815293	+
EDAR	-1.49545342654345	8.27044204678148e-11	3.95071684467383e-10	ENSG00000135960.10	2	108894471	108989372	-
ALDH1L2	-1.87706511130811	2.29125763841379e-33	1.72388819654987e-31	ENSG00000136010.14	12	105019784	105107643	-
USP44	-1.50692633925336	4.14677541858993e-28	1.81303514122416e-26	ENSG00000136014.12	12	95516560	95551476	-
SLC41A2	-1.27265215663229	3.0421329249182e-23	7.50975282752041e-22	ENSG00000136052.10	12	104801801	104958744	-
EDNRB	-1.5726274471416	2.29714784558159e-19	3.42390120140348e-18	ENSG00000136160.17	13	77895481	77975529	-
CHAD	-1.08536232761062	4.47087231181166e-10	1.95965399248629e-09	ENSG00000136457.10	17	50464496	50468906	-
TBR1	-1.42868355541112	3.45977637291074e-05	7.85774438116223e-05	ENSG00000136535.15	2	161416297	161425870	+
GALNT5	-1.00832168393637	9.7265578499885e-09	3.75918280128208e-08	ENSG00000136542.9	2	157257705	157318491	+
SCN7A	-1.15249406084864	1.36919321779705e-11	7.96333303812688e-11	ENSG00000136546.17	2	166403573	166611482	-
GATA4	1.72318894268061	6.17393291106562e-11	3.0131627052017e-10	ENSG00000136574.19	8	11676959	11760002	+
IL1RN	-1.42960563649561	1.80353344999247e-15	1.59716123284842e-14	ENSG00000136689.20	2	113099315	113134016	+
IL36RN	2.94859764997506	3.18824551045246e-16	3.08993557509175e-15	ENSG00000136695.15	2	113058638	113065382	+
IL1F10	2.46606944858064	6.91808118097264e-09	2.08593290068284e-08	ENSG00000136697.13	2	113067970	113075843	+
ST6GALNAC4	-1.80559246396177	9.60519380119784e-47	1.92968832849845e-44	ENSG00000136840.19	9	127907886	127917041	-
TMOD1	-1.02627649477647	2.97756431884945e-15	2.71457714374046e-14	ENSG00000136842.14	9	97501180	97601743	+
SLC31A2	-1.41105635268537	1.53323144226105e-20	2.51684097870302e-19	ENSG00000136867.11	9	113150976	113164140	+
KIF12	1.14762795070813	8.37224341052959e-09	3.33469201164404e-08	ENSG00000136883.16	9	114086126	114099292	-
WDR38	2.08827334619421	2.48352115307714e-07	7.7003236711898e-07	ENSG00000136918.8	9	124853417	124857890	+
LMX1B	2.83438969304247	7.12770307910361e-41	1.00372020333195e-38	ENSG00000136944.19	9	126613928	126701032	+
IL33	-1.10858955184671	2.23299555289634e-17	2.58280179760474e-16	ENSG00000137033.12	9	6215786	6257983	+
DNAJB5	-1.42080116998947	1.01287855846301e-25	3.47243015230847e-24	ENSG00000137094.16	9	34989641	34998900	+
SLC22A7	-1.08261381756615	7.84515746014446e-06	1.5874633421973e-05	ENSG00000137204.15	6	43295694	43305538	+
TUBB2A	1.33052059572128	4.46249386849518e-19	6.1919888751922e-18	ENSG00000137267.7	6	3153497	3157544	-
FOXF2	-1.11798336142968	8.36867980792104e-09	3.30903625421182e-08	ENSG00000137273.6	6	1389576	1395603	+
IER3	-1.58789244736012	8.41725200163766e-18	1.05897732748275e-16	ENSG00000137331.12	6	30743199	30744548	-
FGFBP1	-1.58879405148054	2.50778298682547e-07	7.7880976828059e-07	ENSG00000137440.5	4	15935577	15938740	-
TLR2	-1.43152189667765	3.19264320146611e-25	9.62020992219585e-24	ENSG00000137462.9	4	153684070	153706260	+
MGARP	-1.26625760588193	1.73846601562114e-18	2.17471599813986e-17	ENSG00000137463.5	4	139266165	139280225	-
TTC29	1.88958263606298	2.00796404202532e-08	7.43423267468425e-08	ENSG00000137473.19	4	146706617	146945882	-
NXPE4	-1.86526727784256	1.11745087363208e-07	3.77592875794306e-07	ENSG00000137634.10	11	114570591	114595786	-
TMPRSS4	-1.79459675251578	5.26088915524671e-12	3.05720287052505e-11	ENSG00000137648.19	11	118077012	118121890	+
TRPC6	-1.47445994069542	3.03978579136071e-23	7.34199752659187e-22	ENSG00000137672.13	11	101451564	101872562	-
CFAP300	-1.18798195468965	4.47561820077455e-17	4.87082091498607e-16	ENSG00000137691.13	11	102047437	102084554	+
TRIM29	-1.54253126230384	1.24240958574753e-12	7.67223493805291e-12	ENSG00000137699.17	11	120111286	120185529	-
POU2F3	-1.54840859084538	2.5739758356137e-40	3.3677736829928e-38	ENSG00000137709.10	11	120236640	120319945	+
FXYD6	-1.61277204902568	8.92443500812711e-24	2.25492395154049e-22	ENSG00000137726.17	11	117836976	117877486	-
ARHGAP20	-1.66113439569676	9.10549952260233e-25	2.66989305307686e-23	ENSG00000137727.13	11	110577042	110713189	-
UNC13C	-1.45225029201529	1.3933665846364e-09	5.64731265452953e-09	ENSG00000137766.18	15	53978201	54628707	+
PAQR5	-1.82260055996124	9.46562012051095e-31	5.26352190449836e-29	ENSG00000137819.14	15	69298912	69407780	+
DUOX1	-2.14015641239969	9.79172201616974e-32	6.48302858725704e-30	ENSG00000137857.18	15	45129933	45165576	+
CYP19A1	-5.46667712052556	1.62718267470293e-89	1.69998056703852e-86	ENSG00000137869.16	15	51208057	51338601	-
SEMA6D	-1.70151054591219	8.88525133659509e-27	3.34609486069574e-25	ENSG00000137872.17	15	47184101	47774228	+
GCOM1	-1.18085246227505	4.03876507433766e-20	6.24382338806077e-19	ENSG00000137878.17	15	57591908	57714745	+
GIPC2	-1.22868824152609	3.51548754867412e-19	5.01893506814124e-18	ENSG00000137960.6	1	77979542	78138444	+
SLC44A5	1.6077484810388	4.52581773560652e-08	1.69743249840355e-07	ENSG00000137968.17	1	75202129	75611114	-
CLCA2	-2.94790333548245	2.13529423051163e-21	3.92682784499124e-20	ENSG00000137975.8	1	86424171	86456553	+
DNASE2B	1.51149454782151	3.19430215476436e-13	2.27090585030517e-12	ENSG00000137976.8	1	84398484	84415018	+
CGREF1	1.95298209679681	4.95523428941534e-47	1.01667609208216e-44	ENSG00000138028.17	2	27098889	27119128	-
CYP2C9	2.09440026794262	0.000537464665655897	0.000835754978717565	ENSG00000138109.11	10	94938658	94990091	+
MYOF	-1.33160517169862	2.88542041908235e-23	6.93272435206892e-22	ENSG00000138119.17	10	93306429	93482334	-
LBX1	1.18756392516398	2.94793555519939e-05	6.76252869199532e-05	ENSG00000138136.7	10	101226994	101229463	-
DUSP5	-1.00262168760161	6.51489935495397e-08	2.32611464090371e-07	ENSG00000138166.6	10	110497907	110511533	+
CEP55	1.25580896531606	2.7399992323903e-13	1.78906292432221e-12	ENSG00000138180.16	10	93496612	93529092	+
RBP4	-1.06055666548873	1.00197870728694e-06	2.87444666862044e-06	ENSG00000138207.15	10	93591687	93601744	-
GPR87	-1.04864653669264	1.00771878406614e-05	2.45928433381146e-05	ENSG00000138271.6	3	151294086	151316820	-
AOX1	-2.41138390614615	6.30823898177478e-42	9.18110509896892e-40	ENSG00000138356.14	2	200586014	200677064	+
CDK15	-1.0917546700255	1.34851318987358e-11	7.40154018387090e-11	ENSG00000138395.17	2	201790461	201895550	+
MDH1B	1.09757385420122	3.650737081801e-11	1.89765306318833e-10	ENSG00000138400.13	2	206737763	206765328	-
CCDC54	-1.6024757123389	9.69396802096758e-22	1.81957511995853e-20	ENSG00000138483.3	3	107377439	107378635	+
HCN4	-1.90299334165226	4.50909746396448e-20	7.17292426196665e-19	ENSG00000138622.4	15	73319859	73368958	-
SEMA7A	-1.0376243818085	1.24084727086954e-16	1.23039068932227e-15	ENSG00000138623.10	15	74409289	74433958	-
PCDH10	-1.22189953735099	2.42957432091753e-14	1.9054980835178e-13	ENSG00000138650.9	4	133149294	133208606	+
FGF2	-1.14645469053472	6.62607850417712e-15	5.73486977305193e-14	ENSG00000138685.17	4	122826708	122898236	+
PDE5A	-1.20118962255731	1.08223888468937e-14	8.64210433768189e-14	ENSG00000138735.16	4	119494397	119628804	-
TRPC3	-1.56915920411807	1.44672329858466e-18	1.82490132920798e-17	ENSG00000138741.11	4	121874481	121952060	-
CDKL2	-1.2015235378195	5.08426369407365e-14	3.62025492244743e-13	ENSG00000138769.11	4	75576496	75630716	-
MTTP	-1.09549460585808	2.08586112692778e-10	9.70844254440645e-10	ENSG00000138823.14	4	99564081	99623997	+
SHISAL1	-1.40217767150671	5.487753967659e-16	5.52862313347057e-15	ENSG00000138944.8	22	44243665	44312951	-
PDE6H	2.57704274779041	0.000226351336121898	0.000457799422306653	ENSG00000139053.3	12	14973042	14981865	+
PIK3C2G	-4.3828858868756	1.06653819240866e-52	2.69598929653241e-50	ENSG00000139144.11	12	18242961	18648416	+
PLCZ1	-3.76565410862794	7.80230131713301e-21	1.30698636950177e-19	ENSG00000139151.16	12	18683169	18738100	-
COL2A1	3.66496254493128	8.78323785849279e-34	6.8605199922452e-32	ENSG00000139219.19	12	47972967	48004554	-
PPFIA2	1.59265514523316	9.50409489976811e-15	7.63861249034575e-14	ENSG00000139220.17	12	81257975	81759553	-
INHBE	-1.43005022661729	1.77545424086988e-11	9.22668249229969e-11	ENSG00000139269.3	12	57452323	57459280	+
PHLDA1	-1.09425947372125	7.83226587468615e-16	7.30932772921488e-15	ENSG00000139289.14	12	76025447	76031776	-
KERA	-1.257350265146	2.42068912582591e-07	7.3249191007885e-07	ENSG00000139330.6	12	91050491	91058024	-
FAM222A	1.70636640411662	7.24016825042156e-25	2.17719789959699e-23	ENSG00000139438.6	12	109713825	109770495	+
FOXN4	2.75749152770671	9.30622733974218e-26	3.13948965257237e-24	ENSG00000139445.18	12	109277978	109309284	-
PDX1	1.33843837264292	9.10206996705247e-08	2.92748050399425e-07	ENSG00000139515.6	13	27920000	27926313	+
GALNT6	-1.141911413247	3.01727323519097e-18	3.64813745672722e-17	ENSG00000139629.16	12	51351247	51392867	-
KRT71	-1.64978323626212	1.77451584956267e-09	7.05497863012539e-09	ENSG00000139648.7	12	52543909	52553145	-
METTL21C	-1.25738476470355	5.72564699496077e-05	0.000131272740523684	ENSG00000139780.8	13	102685747	102695044	-
MBNL2	-1.06690448166846	1.06680640474856e-24	3.12313844473807e-23	ENSG00000139793.20	13	97221434	97394120	+
RNF113B	1.91926702707378	2.19984825297171e-07	7.1250856187459e-07	ENSG00000139797.8	13	98175785	98177269	-
ZIC5	3.3130285556172	7.24862430428647e-45	1.26454055147505e-42	ENSG00000139800.9	13	99962964	99971767	-
TTC6	1.06595032268877	5.54920065686203e-18	6.77344912139169e-17	ENSG00000139865.17	14	37595629	38041442	+
SSTR1	1.95908414799546	9.1429432182117e-16	8.58584104330507e-15	ENSG00000139874.6	14	38207904	38213067	+
MDGA2	-1.34016382542301	4.52550649170171e-05	8.26047277674242e-05	ENSG00000139915.21	14	46839629	47675605	-
FRMD6	-1.50897316499629	1.80016149278955e-32	1.19532828945509e-30	ENSG00000139926.16	14	51489100	51730727	+
ARMH4	-1.10453630269211	1.02104143880818e-17	1.20810360544046e-16	ENSG00000139971.15	14	57999735	58298139	-
